id,domain,task_count,raw_command,token_index,token,gold,pred,correct
CH-0049,tarayıcı_internet,2,Chrome'da açık sekmelerden sağdakine geç ve sayfayı biraz aşağı kaydır,2,sekmelerden,O,SEKME_DEĞİŞTİR,False
CH-0049,tarayıcı_internet,2,Chrome'da açık sekmelerden sağdakine geç ve sayfayı biraz aşağı kaydır,3,sağdakine,SEKME_DEĞİŞTİR,GEÇ,False
CH-0049,tarayıcı_internet,2,Chrome'da açık sekmelerden sağdakine geç ve sayfayı biraz aşağı kaydır,4,geç,SEKME_DEĞİŞTİR,GEÇ,False
CH-0051,ofis_metin_düzenleme,3,yeni bir sayfa aç içine 14 punto olacak şekilde bir başlık ekle başlığa da projem yaz,4,içine,O,YAZ,False
CH-0051,ofis_metin_düzenleme,3,yeni bir sayfa aç içine 14 punto olacak şekilde bir başlık ekle başlığa da projem yaz,5,14,YAZ,O,False
CH-0051,ofis_metin_düzenleme,3,yeni bir sayfa aç içine 14 punto olacak şekilde bir başlık ekle başlığa da projem yaz,6,punto,YAZ,O,False
CH-0051,ofis_metin_düzenleme,3,yeni bir sayfa aç içine 14 punto olacak şekilde bir başlık ekle başlığa da projem yaz,7,olacak,YAZ,O,False
CH-0052,ofis_metin_düzenleme,2,4 satır 3 sütundan oluşan bir tablo oluştur ilk satırı da birleştir,0,4,YENİ_OLUŞTUR,O,False
CH-0052,ofis_metin_düzenleme,2,4 satır 3 sütundan oluşan bir tablo oluştur ilk satırı da birleştir,1,satır,YENİ_OLUŞTUR,O,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,4,yazı,DEĞİŞTİR,YAPIŞTIR,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,5,tipini,DEĞİŞTİR,YAPIŞTIR,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,7,new,DEĞİŞTİR,YAPIŞTIR,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,9,yapıp,DEĞİŞTİR,YAPIŞTIR,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,14,iki,DEĞİŞTİR,DİĞER,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,15,yana,DEĞİŞTİR,DİĞER,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,16,yaslı,DEĞİŞTİR,DİĞER,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,17,olarak,DEĞİŞTİR,DİĞER,False
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,18,ayarla,DEĞİŞTİR,DİĞER,False
CH-0061,ofis_metin_düzenleme,2,"Excel'de toplam satırını bul, üstüne yeni bir satır ekle",4,üstüne,YENİ_OLUŞTUR,YAZ,False
CH-0061,ofis_metin_düzenleme,2,"Excel'de toplam satırını bul, üstüne yeni bir satır ekle",5,yeni,YENİ_OLUŞTUR,YAZ,False
CH-0061,ofis_metin_düzenleme,2,"Excel'de toplam satırını bul, üstüne yeni bir satır ekle",6,bir,YENİ_OLUŞTUR,YAZ,False
CH-0061,ofis_metin_düzenleme,2,"Excel'de toplam satırını bul, üstüne yeni bir satır ekle",7,satır,YENİ_OLUŞTUR,YAZ,False
CH-0061,ofis_metin_düzenleme,2,"Excel'de toplam satırını bul, üstüne yeni bir satır ekle",8,ekle,YENİ_OLUŞTUR,YAZ,False
CH-0062,ofis_metin_düzenleme,3,"Word'deki tabloyu seç, kenarlıklarını sade yap, belgeyi kaydet",0,Word'deki,O,SEÇ,False
CH-0066,ofis_metin_düzenleme,1,Word belgesini yazdırma ayarına getir ama yazdırmayı başlatma,3,ayarına,YAZDIR,DEĞİŞTİR,False
CH-0068,ofis_metin_düzenleme,2,"Excel'de hücredeki fazla boşluğu sil, sonra formülü tekrar uygula",1,hücredeki,O,SİL,False
CH-0068,ofis_metin_düzenleme,2,"Excel'de hücredeki fazla boşluğu sil, sonra formülü tekrar uygula",6,formülü,YİNELE,DİĞER,False
CH-0068,ofis_metin_düzenleme,2,"Excel'de hücredeki fazla boşluğu sil, sonra formülü tekrar uygula",7,tekrar,YİNELE,DİĞER,False
CH-0068,ofis_metin_düzenleme,2,"Excel'de hücredeki fazla boşluğu sil, sonra formülü tekrar uygula",8,uygula,YİNELE,DİĞER,False
CH-0069,ofis_metin_düzenleme,1,"Word'de başlığı büyütme, sadece altındaki açıklamayı italik yap",4,altındaki,DEĞİŞTİR,DİĞER,False
CH-0069,ofis_metin_düzenleme,1,"Word'de başlığı büyütme, sadece altındaki açıklamayı italik yap",5,açıklamayı,DEĞİŞTİR,DİĞER,False
CH-0069,ofis_metin_düzenleme,1,"Word'de başlığı büyütme, sadece altındaki açıklamayı italik yap",6,italik,DEĞİŞTİR,DİĞER,False
CH-0069,ofis_metin_düzenleme,1,"Word'de başlığı büyütme, sadece altındaki açıklamayı italik yap",7,yap,DEĞİŞTİR,DİĞER,False
CH-0070,ofis_metin_düzenleme,3,"PowerPoint'te üçüncü slayta git, resmi seç, kenarını biraz büyüt",1,üçüncü,GEÇ,GİT,False
CH-0070,ofis_metin_düzenleme,3,"PowerPoint'te üçüncü slayta git, resmi seç, kenarını biraz büyüt",2,slayta,GEÇ,GİT,False
CH-0070,ofis_metin_düzenleme,3,"PowerPoint'te üçüncü slayta git, resmi seç, kenarını biraz büyüt",3,"git,",GEÇ,GİT,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,3,iki,DEĞİŞTİR,BOŞLUK,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,4,boşluk,DEĞİŞTİR,BOŞLUK,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,5,varsa,DEĞİŞTİR,BOŞLUK,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,6,tek,DEĞİŞTİR,İNDİR,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,7,boşluğa,DEĞİŞTİR,İNDİR,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,8,indir,DEĞİŞTİR,İNDİR,False
CH-0074,ofis_metin_düzenleme,1,raporun yalnızca ilk sayfasını yazdırmaya hazırla,0,raporun,O,YAZDIR,False
CH-0074,ofis_metin_düzenleme,1,raporun yalnızca ilk sayfasını yazdırmaya hazırla,1,yalnızca,O,YAZDIR,False
CH-0075,ofis_metin_düzenleme,2,belgede seçili kısmı kopyala sonra yorum alanına yapıştır,0,belgede,O,KOPYALA,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,0,ekrandaki,O,KOPYALA,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,3,yeni,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,4,bir,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,5,spyder,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,6,dosyası,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,7,aç,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,13,dosyanın,O,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,14,ismini,O,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,15,de,O,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,16,yeni,YENİDEN_ADLANDIR,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,17,proje,YENİDEN_ADLANDIR,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,18,olarak,YENİDEN_ADLANDIR,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,19,oluştur,YENİDEN_ADLANDIR,YENİ_OLUŞTUR,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,0,kodu,GÖNDER,DİĞER,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,1,commitle,GÖNDER,DİĞER,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,4,olarak,YAZ,O,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,5,da,YAZ,O,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,13,push,YÜKLE,ENTER,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,14,et,YÜKLE,ENTER,False
CH-0083,dosya_yazılım_geliştirme,3,query sekmesine git select * from yaz ve çalıştır,0,query,SEKME_DEĞİŞTİR,GİT,False
CH-0083,dosya_yazılım_geliştirme,3,query sekmesine git select * from yaz ve çalıştır,1,sekmesine,SEKME_DEĞİŞTİR,GİT,False
CH-0083,dosya_yazılım_geliştirme,3,query sekmesine git select * from yaz ve çalıştır,2,git,SEKME_DEĞİŞTİR,GİT,False
CH-0084,dosya_yazılım_geliştirme,3,terminali açıp npm test komutunu çalıştır ama sonucu göndermeden ekranda bırak,9,ekranda,DİĞER,O,False
CH-0084,dosya_yazılım_geliştirme,3,terminali açıp npm test komutunu çalıştır ama sonucu göndermeden ekranda bırak,10,bırak,DİĞER,O,False
CH-0086,dosya_yazılım_geliştirme,2,README dosyasının en altına git ve kurulum notu diye bir başlık ekle,0,README,O,GİT,False
CH-0086,dosya_yazılım_geliştirme,2,README dosyasının en altına git ve kurulum notu diye bir başlık ekle,1,dosyasının,O,GİT,False
CH-0087,dosya_yazılım_geliştirme,3,terminalde git status yaz enter'a bas sonra değişen dosya adını kopyala,0,terminalde,O,YAZ,False
CH-0090,dosya_yazılım_geliştirme,3,"terminalde docker ps yaz sonra enter bas, çıkan container adını kopyala",0,terminalde,O,YAZ,False
CH-0090,dosya_yazılım_geliştirme,3,"terminalde docker ps yaz sonra enter bas, çıkan container adını kopyala",7,çıkan,O,KOPYALA,False
CH-0092,dosya_yazılım_geliştirme,1,"terminalde git add nokta yazma, sadece git diff komutunu çalıştır",6,git,DİĞER,GİT,False
CH-0094,dosya_yazılım_geliştirme,2,VS Code'da routes klasöründe yeni api dosyası oluştur adını user_routes yap,8,adını,O,YENİDEN_ADLANDIR,False
CH-0096,dosya_yazılım_geliştirme,3,"terminalde komut satırına pip install yaz, bir boşluk bırak, paket adını yapıştır",1,komut,O,YAZ,False
CH-0096,dosya_yazılım_geliştirme,3,"terminalde komut satırına pip install yaz, bir boşluk bırak, paket adını yapıştır",2,satırına,O,YAZ,False
CH-0099,dosya_yazılım_geliştirme,3,"repo klasöründe docs oluştur, README kopyasını içine koy, adını kullanım yap",8,adını,O,YENİDEN_ADLANDIR,False
