id,domain,task_count,raw_command,token_index,token,gold,pred,correct
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,5,varsa,DEĞİŞTİR,O,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,6,tek,DEĞİŞTİR,KÜÇÜLT,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,7,boşluğa,DEĞİŞTİR,KÜÇÜLT,False
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,8,indir,DEĞİŞTİR,KÜÇÜLT,False
CH-0074,ofis_metin_düzenleme,1,raporun yalnızca ilk sayfasını yazdırmaya hazırla,0,raporun,O,YAZDIR,False
CH-0074,ofis_metin_düzenleme,1,raporun yalnızca ilk sayfasını yazdırmaya hazırla,1,yalnızca,O,YAZDIR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,0,ekrandaki,O,KOPYALA,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,3,yeni,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,4,bir,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,5,spyder,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,6,dosyası,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,7,aç,YENİ_OLUŞTUR,AÇ,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,13,dosyanın,O,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,14,ismini,O,YENİDEN_ADLANDIR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,15,de,O,YENİDEN_ADLANDIR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,16,yeni,YENİDEN_ADLANDIR,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,17,proje,YENİDEN_ADLANDIR,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,18,olarak,YENİDEN_ADLANDIR,YENİ_OLUŞTUR,False
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,19,oluştur,YENİDEN_ADLANDIR,YENİ_OLUŞTUR,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,0,kodu,GÖNDER,YENİDEN_ADLANDIR,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,1,commitle,GÖNDER,YENİDEN_ADLANDIR,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,13,push,YÜKLE,DİĞER,False
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,14,et,YÜKLE,DİĞER,False
CH-0083,dosya_yazılım_geliştirme,3,query sekmesine git select * from yaz ve çalıştır,0,query,SEKME_DEĞİŞTİR,GİT,False
CH-0083,dosya_yazılım_geliştirme,3,query sekmesine git select * from yaz ve çalıştır,1,sekmesine,SEKME_DEĞİŞTİR,GİT,False
CH-0083,dosya_yazılım_geliştirme,3,query sekmesine git select * from yaz ve çalıştır,2,git,SEKME_DEĞİŞTİR,GİT,False
CH-0084,dosya_yazılım_geliştirme,3,terminali açıp npm test komutunu çalıştır ama sonucu göndermeden ekranda bırak,9,ekranda,DİĞER,O,False
CH-0084,dosya_yazılım_geliştirme,3,terminali açıp npm test komutunu çalıştır ama sonucu göndermeden ekranda bırak,10,bırak,DİĞER,O,False
CH-0086,dosya_yazılım_geliştirme,2,README dosyasının en altına git ve kurulum notu diye bir başlık ekle,0,README,O,GİT,False
CH-0086,dosya_yazılım_geliştirme,2,README dosyasının en altına git ve kurulum notu diye bir başlık ekle,1,dosyasının,O,GİT,False
CH-0087,dosya_yazılım_geliştirme,3,terminalde git status yaz enter'a bas sonra değişen dosya adını kopyala,0,terminalde,O,YAZ,False
CH-0088,dosya_yazılım_geliştirme,1,Git panelini açmadan terminalden branch adını göster,3,terminalden,DİĞER,O,False
CH-0090,dosya_yazılım_geliştirme,3,"terminalde docker ps yaz sonra enter bas, çıkan container adını kopyala",7,çıkan,O,KOPYALA,False
CH-0094,dosya_yazılım_geliştirme,2,VS Code'da routes klasöründe yeni api dosyası oluştur adını user_routes yap,8,adını,O,YENİDEN_ADLANDIR,False
CH-0096,dosya_yazılım_geliştirme,3,"terminalde komut satırına pip install yaz, bir boşluk bırak, paket adını yapıştır",1,komut,O,YAZ,False
CH-0096,dosya_yazılım_geliştirme,3,"terminalde komut satırına pip install yaz, bir boşluk bırak, paket adını yapıştır",2,satırına,O,YAZ,False
CH-0097,dosya_yazılım_geliştirme,2,"geçici cache dosyasını sil, sonra test komutunu yeniden çalıştır",8,çalıştır,YİNELE,DİĞER,False
CH-0099,dosya_yazılım_geliştirme,3,"repo klasöründe docs oluştur, README kopyasını içine koy, adını kullanım yap",4,README,KOPYALA,YENİDEN_ADLANDIR,False
CH-0099,dosya_yazılım_geliştirme,3,"repo klasöründe docs oluştur, README kopyasını içine koy, adını kullanım yap",6,içine,KOPYALA,TAŞI,False
CH-0099,dosya_yazılım_geliştirme,3,"repo klasöründe docs oluştur, README kopyasını içine koy, adını kullanım yap",7,"koy,",KOPYALA,YENİDEN_ADLANDIR,False
CH-0099,dosya_yazılım_geliştirme,3,"repo klasöründe docs oluştur, README kopyasını içine koy, adını kullanım yap",8,adını,O,YENİDEN_ADLANDIR,False
