id,domain,task_count,raw_command,token_index,token,annotator_boundary_label,annotator_task_token_label,annotator_note
CK-1212,tarayıcı_internet,2,maili gönder dur ek koymadım dosyayı yükle sonra gönder,7,sonra,,,
CK-1212,tarayıcı_internet,2,maili gönder dur ek koymadım dosyayı yükle sonra gönder,8,gönder,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,0,sekmeyi,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,1,kapat,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,2,değil,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,3,onu,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,4,değil,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,5,önce,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,6,sonraki,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,7,sekmeye,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,8,geç,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,9,sonra,,,
CK-1214,tarayıcı_internet,2,sekmeyi kapat değil onu değil önce sonraki sekmeye geç sonra kapat,10,kapat,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,0,terminali,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,1,kapat,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,2,yanlış,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,3,oldu,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,4,çıktıyı,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,5,seç,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,6,kopyala,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,7,sonra,,,
CK-1217,dosya_yazılım_geliştirme,3,terminali kapat yanlış oldu çıktıyı seç kopyala sonra kapat,8,kapat,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,0,dosya,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,1,gezginini,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,2,aç,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,3,indirilenlere,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,4,git,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,5,kurulum,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,6,dosyasını,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,7,bul,,,
CK-1221,temel_bilgisayar,4,dosya gezginini aç indirilenlere git kurulum dosyasını bul çalıştır,8,çalıştır,,,
CK-1225,temel_bilgisayar,4,pencereyi küçült masaüstüne geç klasörü bul aç,0,pencereyi,,,
CK-1225,temel_bilgisayar,4,pencereyi küçült masaüstüne geç klasörü bul aç,1,küçült,,,
CK-1225,temel_bilgisayar,4,pencereyi küçült masaüstüne geç klasörü bul aç,2,masaüstüne,,,
CK-1225,temel_bilgisayar,4,pencereyi küçült masaüstüne geç klasörü bul aç,3,geç,,,
CK-1225,temel_bilgisayar,4,pencereyi küçült masaüstüne geç klasörü bul aç,4,klasörü,,,
CK-1225,temel_bilgisayar,4,pencereyi küçült masaüstüne geç klasörü bul aç,5,bul,,,
CK-1225,temel_bilgisayar,4,pencereyi küçült masaüstüne geç klasörü bul aç,6,aç,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,0,sunumu,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,1,aç,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,2,son,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,3,slayta,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,4,geç,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,5,not,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,6,alanını,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,7,seç,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,8,açıklama,,,
CK-1227,ofis_metin_düzenleme,4,sunumu aç son slayta geç not alanını seç açıklama yaz,9,yaz,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,0,src,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,1,klasörüne,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,2,git,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,3,api,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,4,dosyasını,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,5,bul,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,6,aç,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,7,endpoint,,,
CK-1228,dosya_yazılım_geliştirme,4,src klasörüne git api dosyasını bul aç endpoint değiştir,8,değiştir,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,0,arama,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,1,panelini,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,2,aç,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,3,yazıcı,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,4,yaz,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,5,sonucu,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,6,aç,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,7,test,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,8,sayfası,,,
CK-1229,temel_bilgisayar,4,arama panelini aç yazıcı yaz sonucu aç test sayfası yazdır,9,yazdır,,,
CK-1231,ofis_metin_düzenleme,3,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,0,belgeyi,,,
CK-1231,ofis_metin_düzenleme,3,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,1,açıp,,,
CK-1231,ofis_metin_düzenleme,3,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,2,giriş,,,
CK-1231,ofis_metin_düzenleme,3,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,3,bölümüne,,,
CK-1231,ofis_metin_düzenleme,3,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,4,giderek,,,
CK-1231,ofis_metin_düzenleme,3,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,5,ilk,,,
CK-1231,ofis_metin_düzenleme,3,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,6,paragrafı,,,
CK-1231,ofis_metin_düzenleme,3,belgeyi açıp giriş bölümüne giderek ilk paragrafı seç,7,seç,,,
CK-1234,ofis_metin_düzenleme,3,grafiği seçerek küçültüp sağ köşeye taşı,0,grafiği,,,
CK-1234,ofis_metin_düzenleme,3,grafiği seçerek küçültüp sağ köşeye taşı,1,seçerek,,,
CK-1234,ofis_metin_düzenleme,3,grafiği seçerek küçültüp sağ köşeye taşı,2,küçültüp,,,
CK-1234,ofis_metin_düzenleme,3,grafiği seçerek küçültüp sağ köşeye taşı,3,sağ,,,
CK-1234,ofis_metin_düzenleme,3,grafiği seçerek küçültüp sağ köşeye taşı,4,köşeye,,,
CK-1234,ofis_metin_düzenleme,3,grafiği seçerek küçültüp sağ köşeye taşı,5,taşı,,,
CK-1235,dosya_yazılım_geliştirme,3,terminali açıp test komutunu yazıp entera bas,0,terminali,,,
CK-1235,dosya_yazılım_geliştirme,3,terminali açıp test komutunu yazıp entera bas,1,açıp,,,
CK-1235,dosya_yazılım_geliştirme,3,terminali açıp test komutunu yazıp entera bas,2,test,,,
CK-1235,dosya_yazılım_geliştirme,3,terminali açıp test komutunu yazıp entera bas,3,komutunu,,,
CK-1235,dosya_yazılım_geliştirme,3,terminali açıp test komutunu yazıp entera bas,4,yazıp,,,
CK-1235,dosya_yazılım_geliştirme,3,terminali açıp test komutunu yazıp entera bas,5,entera,,,
CK-1235,dosya_yazılım_geliştirme,3,terminali açıp test komutunu yazıp entera bas,6,bas,,,
CK-1238,tarayıcı_internet,3,pdfyi büyütüp aşağı kaydırarak tabloyu bul,0,pdfyi,,,
CK-1238,tarayıcı_internet,3,pdfyi büyütüp aşağı kaydırarak tabloyu bul,1,büyütüp,,,
CK-1238,tarayıcı_internet,3,pdfyi büyütüp aşağı kaydırarak tabloyu bul,2,aşağı,,,
CK-1238,tarayıcı_internet,3,pdfyi büyütüp aşağı kaydırarak tabloyu bul,3,kaydırarak,,,
CK-1238,tarayıcı_internet,3,pdfyi büyütüp aşağı kaydırarak tabloyu bul,4,tabloyu,,,
CK-1238,tarayıcı_internet,3,pdfyi büyütüp aşağı kaydırarak tabloyu bul,5,bul,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,0,çalışma,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,1,kitabını,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,2,aç,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,3,ardından,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,4,sonuç,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,5,sütununu,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,6,seç,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,7,ve,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,8,formülü,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,9,aşağı,,,
CK-1248,ofis_metin_düzenleme,3,çalışma kitabını aç ardından sonuç sütununu seç ve formülü aşağı kopyala,10,kopyala,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,0,proje,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,1,dizinine,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,2,git,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,3,ardından,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,4,config,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,5,dosyasını,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,6,aç,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,7,ve,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,8,port,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,9,değerini,,,
CK-1249,dosya_yazılım_geliştirme,3,proje dizinine git ardından config dosyasını aç ve port değerini değiştir,10,değiştir,,,
CK-1251,ofis_metin_düzenleme,4,vörd belgesini aç başlığı seç koypala ve kaydetti,0,vörd,,,
CK-1251,ofis_metin_düzenleme,4,vörd belgesini aç başlığı seç koypala ve kaydetti,1,belgesini,,,
CK-1251,ofis_metin_düzenleme,4,vörd belgesini aç başlığı seç koypala ve kaydetti,2,aç,,,
CK-1251,ofis_metin_düzenleme,4,vörd belgesini aç başlığı seç koypala ve kaydetti,3,başlığı,,,
CK-1251,ofis_metin_düzenleme,4,vörd belgesini aç başlığı seç koypala ve kaydetti,4,seç,,,
CK-1251,ofis_metin_düzenleme,4,vörd belgesini aç başlığı seç koypala ve kaydetti,5,koypala,,,
CK-1251,ofis_metin_düzenleme,4,vörd belgesini aç başlığı seç koypala ve kaydetti,6,ve,,,
CK-1251,ofis_metin_düzenleme,4,vörd belgesini aç başlığı seç koypala ve kaydetti,7,kaydetti,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,0,dosyya,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,1,gezginini,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,2,aç,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,3,masaüstüne,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,4,git,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,5,raporu,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,6,bul,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,7,ve,,,
CK-1255,temel_bilgisayar,4,dosyya gezginini aç masaüstüne git raporu bul ve aç,8,aç,,,
CK-1257,tarayıcı_internet,4,tarayıcıyı aç bağlantıyı yapıştr entera bas sayfayı kaydır,0,tarayıcıyı,,,
CK-1257,tarayıcı_internet,4,tarayıcıyı aç bağlantıyı yapıştr entera bas sayfayı kaydır,1,aç,,,
CK-1257,tarayıcı_internet,4,tarayıcıyı aç bağlantıyı yapıştr entera bas sayfayı kaydır,2,bağlantıyı,,,
CK-1257,tarayıcı_internet,4,tarayıcıyı aç bağlantıyı yapıştr entera bas sayfayı kaydır,3,yapıştr,,,
CK-1257,tarayıcı_internet,4,tarayıcıyı aç bağlantıyı yapıştr entera bas sayfayı kaydır,4,entera,,,
CK-1257,tarayıcı_internet,4,tarayıcıyı aç bağlantıyı yapıştr entera bas sayfayı kaydır,5,bas,,,
CK-1257,tarayıcı_internet,4,tarayıcıyı aç bağlantıyı yapıştr entera bas sayfayı kaydır,6,sayfayı,,,
CK-1257,tarayıcı_internet,4,tarayıcıyı aç bağlantıyı yapıştr entera bas sayfayı kaydır,7,kaydır,,,
CK-1259,ofis_metin_düzenleme,3,vörd içinde kaynakçayı bul doi satırını seç koypala,0,vörd,,,
CK-1259,ofis_metin_düzenleme,3,vörd içinde kaynakçayı bul doi satırını seç koypala,1,içinde,,,
CK-1259,ofis_metin_düzenleme,3,vörd içinde kaynakçayı bul doi satırını seç koypala,2,kaynakçayı,,,
CK-1259,ofis_metin_düzenleme,3,vörd içinde kaynakçayı bul doi satırını seç koypala,3,bul,,,
CK-1259,ofis_metin_düzenleme,3,vörd içinde kaynakçayı bul doi satırını seç koypala,4,doi,,,
CK-1259,ofis_metin_düzenleme,3,vörd içinde kaynakçayı bul doi satırını seç koypala,5,satırını,,,
CK-1259,ofis_metin_düzenleme,3,vörd içinde kaynakçayı bul doi satırını seç koypala,6,seç,,,
CK-1259,ofis_metin_düzenleme,3,vörd içinde kaynakçayı bul doi satırını seç koypala,7,koypala,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,0,dosyayı,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,1,indir,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,2,şey,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,3,yok,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,4,hedef,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,5,klasörü,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,6,seç,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,7,dosyayı,,,
CK-1266,tarayıcı_internet,2,dosyayı indir şey yok hedef klasörü seç dosyayı indir,8,indir,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,0,excel,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,1,aç,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,2,veri,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,3,aralığını,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,4,seç,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,5,grafik,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,6,oluştur,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,7,başlık,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,8,yaz,,,
CK-1273,ofis_metin_düzenleme,5,excel aç veri aralığını seç grafik oluştur başlık yaz kaydet,9,kaydet,,,
CK-1276,tarayıcı_internet,4,pdfyi aç sayfada aşağı in tabloyu bul seç,0,pdfyi,,,
CK-1276,tarayıcı_internet,4,pdfyi aç sayfada aşağı in tabloyu bul seç,1,aç,,,
CK-1276,tarayıcı_internet,4,pdfyi aç sayfada aşağı in tabloyu bul seç,2,sayfada,,,
CK-1276,tarayıcı_internet,4,pdfyi aç sayfada aşağı in tabloyu bul seç,3,aşağı,,,
CK-1276,tarayıcı_internet,4,pdfyi aç sayfada aşağı in tabloyu bul seç,4,in,,,
CK-1276,tarayıcı_internet,4,pdfyi aç sayfada aşağı in tabloyu bul seç,5,tabloyu,,,
CK-1276,tarayıcı_internet,4,pdfyi aç sayfada aşağı in tabloyu bul seç,6,bul,,,
CK-1276,tarayıcı_internet,4,pdfyi aç sayfada aşağı in tabloyu bul seç,7,seç,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,0,gelen,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,1,kutusuna,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,2,git,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,3,son,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,4,maili,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,5,aç,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,6,eki,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,7,indir,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,8,klasörde,,,
CK-1280,tarayıcı_internet,4,gelen kutusuna git son maili aç eki indir klasörde göster,9,göster,,,
CK-1287,temel_bilgisayar,3,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,0,ayarları,,,
CK-1287,temel_bilgisayar,3,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,1,açıp,,,
CK-1287,temel_bilgisayar,3,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,2,klavye,,,
CK-1287,temel_bilgisayar,3,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,3,bölümüne,,,
CK-1287,temel_bilgisayar,3,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,4,giderek,,,
CK-1287,temel_bilgisayar,3,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,5,tekrar,,,
CK-1287,temel_bilgisayar,3,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,6,hızını,,,
CK-1287,temel_bilgisayar,3,ayarları açıp klavye bölümüne giderek tekrar hızını azalt,7,azalt,,,
CK-1288,tarayıcı_internet,3,pdfyi büyüterek ikinci sayfaya kaydırıp referansı bul,0,pdfyi,,,
CK-1288,tarayıcı_internet,3,pdfyi büyüterek ikinci sayfaya kaydırıp referansı bul,1,büyüterek,,,
CK-1288,tarayıcı_internet,3,pdfyi büyüterek ikinci sayfaya kaydırıp referansı bul,2,ikinci,,,
CK-1288,tarayıcı_internet,3,pdfyi büyüterek ikinci sayfaya kaydırıp referansı bul,3,sayfaya,,,
CK-1288,tarayıcı_internet,3,pdfyi büyüterek ikinci sayfaya kaydırıp referansı bul,4,kaydırıp,,,
CK-1288,tarayıcı_internet,3,pdfyi büyüterek ikinci sayfaya kaydırıp referansı bul,5,referansı,,,
CK-1288,tarayıcı_internet,3,pdfyi büyüterek ikinci sayfaya kaydırıp referansı bul,6,bul,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,0,proje,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,1,klasörüne,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,2,git,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,3,ardından,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,4,readme,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,5,dosyasını,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,6,aç,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,7,ve,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,8,kurulum,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,9,bölümünü,,,
CK-1299,dosya_yazılım_geliştirme,3,proje klasörüne git ardından readme dosyasını aç ve kurulum bölümünü bul,10,bul,,,
CK-1314,tarayıcı_internet,2,önceki sekmeyi kapat değil önceki sekmeye geç bağlantıyı kopyala,0,önceki,,,
