id,domain,task_count,raw_command,token_count,token_accuracy,all_tokens_correct,gold_labels,gold_segments,predicted_task_count,predicted_labels,predicted_segments
CH-0015,temel_bilgisayar,2,şu pencere çok büyük oldu biraz küçült ve sağ tarafa al,11,1.0,True,KÜÇÜLT ; TAŞI,KÜÇÜLT:biraz küçült ; TAŞI:sağ tarafa al,2,KÜÇÜLT ; TAŞI,KÜÇÜLT:biraz küçült ; TAŞI:sağ tarafa al
CH-0016,temel_bilgisayar,1,dosyayı yeniden adlandır ama uzantısına dokunma,6,1.0,True,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR:dosyayı yeniden adlandır,1,YENİDEN_ADLANDIR,YENİDEN_ADLANDIR:dosyayı yeniden adlandır
CH-0017,temel_bilgisayar,2,ayarlar aramasına erişilebilirlik yaz ve çıkan ilk sonuca git,9,1.0,True,YAZ ; GİT,YAZ:ayarlar aramasına erişilebilirlik yaz ; GİT:çıkan ilk sonuca git,2,YAZ ; GİT,YAZ:ayarlar aramasına erişilebilirlik yaz ; GİT:çıkan ilk sonuca git
CH-0018,temel_bilgisayar,2,"dosyayı silme, adının başına taslak ekle ve kaydet",8,0.75,False,YENİDEN_ADLANDIR ; KAYDET,YENİDEN_ADLANDIR:adının başına taslak ekle ; KAYDET:kaydet,4,YENİDEN_ADLANDIR ; TIKLA ; YAZ ; KAYDET,YENİDEN_ADLANDIR:adının başına ; TIKLA:taslak ; YAZ:ekle ; KAYDET:kaydet
CH-0019,temel_bilgisayar,2,masaüstünde ekran okuyucu kısayolunu bul ve görev çubuğuna sabitle,9,1.0,True,BUL ; DİĞER,BUL:ekran okuyucu kısayolunu bul ; DİĞER:görev çubuğuna sabitle,2,BUL ; DİĞER,BUL:ekran okuyucu kısayolunu bul ; DİĞER:görev çubuğuna sabitle
CH-0020,temel_bilgisayar,1,"ayarlar penceresini kapatma, imleç boyutunu biraz büyüt",7,1.0,True,BÜYÜT,BÜYÜT:imleç boyutunu biraz büyüt,1,BÜYÜT,BÜYÜT:imleç boyutunu biraz büyüt
CH-0021,temel_bilgisayar,1,ekrandaki küçük yazıları biraz büyüt gözüm seçmiyor,7,0.5714285714285714,False,BÜYÜT,BÜYÜT:küçük yazıları biraz büyüt,2,BÜYÜT ; SEÇ,BÜYÜT:ekrandaki küçük yazıları biraz büyüt ; SEÇ:gözüm seçmiyor
CH-0022,temel_bilgisayar,1,yanlış yere gittin ayarlarda imleç boyutunu bulacaksın,7,0.42857142857142855,False,BUL,BUL:imleç boyutunu bulacaksın,2,GİT ; BUL,GİT:yanlış yere gittin ; BUL:ayarlarda imleç boyutunu bulacaksın
CH-0023,temel_bilgisayar,1,o dosyayı silme sadece yedek klasörüne taşı,7,1.0,True,TAŞI,TAŞI:yedek klasörüne taşı,1,TAŞI,TAŞI:yedek klasörüne taşı
CH-0024,temel_bilgisayar,1,masaüstündeki son oluşturduğumuz klasörü aç,5,0.6,False,AÇ,AÇ:son oluşturduğumuz klasörü aç,2,YENİ_OLUŞTUR ; AÇ,YENİ_OLUŞTUR:son oluşturduğumuz ; AÇ:klasörü aç
CH-0025,temel_bilgisayar,1,bilgisayarın sesi çok yüksek oldu 25'e getir,7,0.7142857142857143,False,AZALT,AZALT:25'e getir,1,DEĞİŞTİR,DEĞİŞTİR:25'e getir
CH-0026,tarayıcı_internet,2,chrome'u çalıştır ve yeni bir sekme aç,7,0.7142857142857143,False,AÇ ; AÇ,AÇ:chrome'u çalıştır ; AÇ:yeni bir sekme aç,2,DİĞER ; AÇ,DİĞER:chrome'u çalıştır ; AÇ:yeni bir sekme aç
CH-0027,tarayıcı_internet,2,bir sonraki sekmeye git tüm sayfayı yazdır,7,0.5714285714285714,False,SEKME_DEĞİŞTİR ; YAZDIR,SEKME_DEĞİŞTİR:bir sonraki sekmeye git ; YAZDIR:tüm sayfayı yazdır,4,GİT ; SEKME_DEĞİŞTİR ; GİT ; YAZDIR,GİT:bir sonraki ; SEKME_DEĞİŞTİR:sekmeye ; GİT:git ; YAZDIR:tüm sayfayı yazdır
CH-0028,tarayıcı_internet,1,yeni sekme açmadan mevcut sekmede üniversite sitesini ara,8,0.75,False,ARA,ARA:mevcut sekmede üniversite sitesini ara,1,ARA,ARA:üniversite sitesini ara
CH-0029,tarayıcı_internet,2,tarayıcıdaki indirme sayfasını yenile sonra pdf dosyasını indir,8,0.875,False,YİNELE ; İNDİR,YİNELE:indirme sayfasını yenile ; İNDİR:pdf dosyasını indir,2,YİNELE ; İNDİR,YİNELE:tarayıcıdaki indirme sayfasını yenile ; İNDİR:pdf dosyasını indir
CH-0030,tarayıcı_internet,2,"Chrome'da bu sekmeyi kapat, sonra soldaki sekmeye geç",8,1.0,True,KAPAT ; SEKME_DEĞİŞTİR,"KAPAT:bu sekmeyi kapat, ; SEKME_DEĞİŞTİR:soldaki sekmeye geç",2,KAPAT ; SEKME_DEĞİŞTİR,"KAPAT:bu sekmeyi kapat, ; SEKME_DEĞİŞTİR:soldaki sekmeye geç"
CH-0031,tarayıcı_internet,1,"Chrome'da arama sonucunu açma, sadece bağlantı adresini kopyala",8,1.0,True,KOPYALA,KOPYALA:bağlantı adresini kopyala,1,KOPYALA,KOPYALA:bağlantı adresini kopyala
CH-0032,tarayıcı_internet,2,"hayır göndermiyorsun, formu doldurup taslak olarak bırak",7,0.7142857142857143,False,YAZ ; DİĞER,YAZ:formu doldurup ; DİĞER:taslak olarak bırak,1,DİĞER,DİĞER:formu doldurup taslak olarak bırak
CH-0033,tarayıcı_internet,2,Chrome'da açık sekmeyi yenile ve sayfanın başına dön,8,0.625,False,YİNELE ; KAYDIR,YİNELE:açık sekmeyi yenile ; KAYDIR:sayfanın başına dön,2,YİNELE ; GEÇ,YİNELE:açık sekmeyi yenile ; GEÇ:sayfanın başına dön
CH-0034,tarayıcı_internet,2,"Chrome'da pdf sekmesine geç, dosyayı indir, sekmeyi açık bırak",9,0.6666666666666666,False,SEKME_DEĞİŞTİR ; İNDİR,"SEKME_DEĞİŞTİR:pdf sekmesine geç, ; İNDİR:dosyayı indir,",3,SEKME_DEĞİŞTİR ; İNDİR ; DİĞER,"SEKME_DEĞİŞTİR:pdf sekmesine geç, ; İNDİR:dosyayı indir, ; DİĞER:sekmeyi açık bırak"
CH-0035,tarayıcı_internet,2,"Chrome'da başvuru sayfasını yenile, sonra ekli dosyayı indir",8,1.0,True,YİNELE ; İNDİR,"YİNELE:başvuru sayfasını yenile, ; İNDİR:ekli dosyayı indir",2,YİNELE ; İNDİR,"YİNELE:başvuru sayfasını yenile, ; İNDİR:ekli dosyayı indir"
CH-0036,tarayıcı_internet,1,şu arama yerine hata kodunu yazıp sonucu açmadan bırak,9,1.0,True,YAZ,YAZ:hata kodunu yazıp,1,YAZ,YAZ:hata kodunu yazıp
CH-0037,tarayıcı_internet,1,biraz aşağı kaydır ya şu butonu göremiyorum,7,0.8571428571428571,False,KAYDIR,KAYDIR:biraz aşağı kaydır,2,KAYDIR ; DİĞER,KAYDIR:biraz aşağı kaydır ; DİĞER:göremiyorum
CH-0038,tarayıcı_internet,1,şu mavi düğmeye basma yanındaki indirme şeyine tıkla,8,1.0,True,TIKLA,TIKLA:yanındaki indirme şeyine tıkla,1,TIKLA,TIKLA:yanındaki indirme şeyine tıkla
CH-0039,tarayıcı_internet,2,tarayıcıda olduğumuz sayfayı yenile sonra tekrar aşağı in,8,1.0,True,YİNELE ; KAYDIR,YİNELE:sayfayı yenile ; KAYDIR:tekrar aşağı in,2,YİNELE ; KAYDIR,YİNELE:sayfayı yenile ; KAYDIR:tekrar aşağı in
CH-0040,tarayıcı_internet,1,bu sayfayı biraz yukarı kaydır başlık kısmı lazım,8,0.75,False,KAYDIR,KAYDIR:biraz yukarı kaydır,1,KAYDIR,KAYDIR:bu sayfayı biraz yukarı kaydır
CH-0041,tarayıcı_internet,1,şu indirme tamamlandıysa dosyayı açmadan klasörde göster,7,0.7142857142857143,False,DİĞER,DİĞER:klasörde göster,1,TIKLA,TIKLA:klasörde göster
CH-0042,tarayıcı_internet,1,o sekmeyi yenileme sadece önceki sekmeye dön,7,1.0,True,SEKME_DEĞİŞTİR,SEKME_DEĞİŞTİR:önceki sekmeye dön,1,SEKME_DEĞİŞTİR,SEKME_DEĞİŞTİR:önceki sekmeye dön
CH-0043,tarayıcı_internet,1,Chrome demeyeyim işte açık olan internet sayfasında arama yap,9,0.4444444444444444,False,ARA,ARA:açık olan internet sayfasında arama yap,2,ARA ; YENİDEN_ADLANDIR,ARA:arama ; YENİDEN_ADLANDIR:yap
CH-0044,tarayıcı_internet,1,o butona tıklama ya sadece yanında çıkan yazıyı seç,9,1.0,True,SEÇ,SEÇ:yanında çıkan yazıyı seç,1,SEÇ,SEÇ:yanında çıkan yazıyı seç
CH-0045,tarayıcı_internet,2,şu sayfada başvuru dosyası nerede onu bulup indir,8,1.0,True,BUL ; İNDİR,BUL:başvuru dosyası nerede onu bulup ; İNDİR:indir,2,BUL ; İNDİR,BUL:başvuru dosyası nerede onu bulup ; İNDİR:indir
CH-0046,tarayıcı_internet,1,yanlış sekmedeyiz geri dön bir önceki sayfaya geç,8,0.25,False,GİT,GİT:bir önceki sayfaya geç,1,GEÇ,GEÇ:geri dön bir önceki sayfaya geç
CH-0047,tarayıcı_internet,2,şu listeyi aşağı kaydır en sondaki seçeneği seç,8,0.875,False,KAYDIR ; SEÇ,KAYDIR:listeyi aşağı kaydır ; SEÇ:en sondaki seçeneği seç,2,KAYDIR ; SEÇ,KAYDIR:şu listeyi aşağı kaydır ; SEÇ:en sondaki seçeneği seç
CH-0048,tarayıcı_internet,1,tarayıcıda aramayı tekrar yap ama ilk sonuca tıklama,8,1.0,True,YİNELE,YİNELE:aramayı tekrar yap,1,YİNELE,YİNELE:aramayı tekrar yap
CH-0049,tarayıcı_internet,2,Chrome'da açık sekmelerden sağdakine geç ve sayfayı biraz aşağı kaydır,10,0.6,False,SEKME_DEĞİŞTİR ; KAYDIR,SEKME_DEĞİŞTİR:sağdakine geç ; KAYDIR:sayfayı biraz aşağı kaydır,3,SEKME_DEĞİŞTİR ; GEÇ ; KAYDIR,SEKME_DEĞİŞTİR:açık sekmelerden ; GEÇ:sağdakine geç ; KAYDIR:sayfayı biraz aşağı kaydır
CH-0050,tarayıcı_internet,3,"Chrome'da rapor sayfasına git, sayfayı aşağı kaydır, indirme düğmesini bul",10,1.0,True,GİT ; KAYDIR ; BUL,"GİT:rapor sayfasına git, ; KAYDIR:sayfayı aşağı kaydır, ; BUL:indirme düğmesini bul",3,GİT ; KAYDIR ; BUL,"GİT:rapor sayfasına git, ; KAYDIR:sayfayı aşağı kaydır, ; BUL:indirme düğmesini bul"
CH-0051,ofis_metin_düzenleme,3,yeni bir sayfa aç içine 14 punto olacak şekilde bir başlık ekle başlığa da projem yaz,16,0.75,False,AÇ ; YAZ,AÇ:yeni bir sayfa aç ; YAZ:14 punto olacak şekilde bir başlık ekle başlığa da projem yaz,3,AÇ ; YAZ ; YAZ,AÇ:yeni bir sayfa aç ; YAZ:içine ; YAZ:şekilde bir başlık ekle başlığa da projem yaz
CH-0052,ofis_metin_düzenleme,2,4 satır 3 sütundan oluşan bir tablo oluştur ilk satırı da birleştir,12,0.8333333333333334,False,YENİ_OLUŞTUR ; DİĞER,YENİ_OLUŞTUR:4 satır 3 sütundan oluşan bir tablo oluştur ; DİĞER:ilk satırı da birleştir,2,YENİ_OLUŞTUR ; DİĞER,YENİ_OLUŞTUR:3 sütundan oluşan bir tablo oluştur ; DİĞER:ilk satırı da birleştir
CH-0053,ofis_metin_düzenleme,2,açık olan dosyadan kara ile başlayan her şeyi bul ve lara olarak değiştir,13,1.0,True,BUL ; DEĞİŞTİR,BUL:kara ile başlayan her şeyi bul ; DEĞİŞTİR:lara olarak değiştir,2,BUL ; DEĞİŞTİR,BUL:kara ile başlayan her şeyi bul ; DEĞİŞTİR:lara olarak değiştir
CH-0054,ofis_metin_düzenleme,2,ilk paragrafı kes ve sayfanın sonuna yapıştır,7,1.0,True,KES ; YAPIŞTIR,KES:ilk paragrafı kes ; YAPIŞTIR:sayfanın sonuna yapıştır,2,KES ; YAPIŞTIR,KES:ilk paragrafı kes ; YAPIŞTIR:sayfanın sonuna yapıştır
CH-0055,ofis_metin_düzenleme,4,tüm metni seç ve yazı tipini Times new roman yapıp fontunu da 12 ve iki yana yaslı olarak ayarla,19,0.5263157894736842,False,SEÇ ; DEĞİŞTİR ; DEĞİŞTİR,SEÇ:tüm metni seç ; DEĞİŞTİR:yazı tipini Times new roman yapıp fontunu da 12 ; DEĞİŞTİR:iki yana yaslı olarak ayarla,8,SEÇ ; YAPIŞTIR ; DEĞİŞTİR ; YAPIŞTIR ; DEĞİŞTİR ; YAPIŞTIR ; DEĞİŞTİR ; DİĞER,SEÇ:tüm metni seç ; YAPIŞTIR:yazı tipini ; DEĞİŞTİR:Times ; YAPIŞTIR:new ; DEĞİŞTİR:roman ; YAPIŞTIR:yapıp ; DEĞİŞTİR:fontunu da 12 ; DİĞER:iki yana yaslı olarak ayarla
CH-0056,ofis_metin_düzenleme,2,Word belgesinde giriş başlığını bul altına kısa bir açıklama yaz,10,1.0,True,BUL ; YAZ,BUL:giriş başlığını bul ; YAZ:altına kısa bir açıklama yaz,2,BUL ; YAZ,BUL:giriş başlığını bul ; YAZ:altına kısa bir açıklama yaz
CH-0057,ofis_metin_düzenleme,1,Word'de tüm paragrafı kesme sadece ilk cümleyi kopyala,8,1.0,True,KOPYALA,KOPYALA:ilk cümleyi kopyala,1,KOPYALA,KOPYALA:ilk cümleyi kopyala
CH-0058,ofis_metin_düzenleme,2,Excel'de B sütununu seçip genişliğini biraz küçült,7,1.0,True,SEÇ ; KÜÇÜLT,SEÇ:B sütununu seçip ; KÜÇÜLT:genişliğini biraz küçült,2,SEÇ ; KÜÇÜLT,SEÇ:B sütununu seçip ; KÜÇÜLT:genişliğini biraz küçült
CH-0059,ofis_metin_düzenleme,2,Excel tablosunda boş hücreleri bul ilkine kontrol edildi yaz,9,1.0,True,BUL ; YAZ,BUL:boş hücreleri bul ; YAZ:ilkine kontrol edildi yaz,2,BUL ; YAZ,BUL:boş hücreleri bul ; YAZ:ilkine kontrol edildi yaz
CH-0060,ofis_metin_düzenleme,3,"PowerPoint'te son slayta geç, resmi seç, biraz sola al",9,1.0,True,GEÇ ; SEÇ ; TAŞI,"GEÇ:son slayta geç, ; SEÇ:resmi seç, ; TAŞI:biraz sola al",3,GEÇ ; SEÇ ; TAŞI,"GEÇ:son slayta geç, ; SEÇ:resmi seç, ; TAŞI:biraz sola al"
CH-0061,ofis_metin_düzenleme,2,"Excel'de toplam satırını bul, üstüne yeni bir satır ekle",9,0.4444444444444444,False,BUL ; YENİ_OLUŞTUR,"BUL:toplam satırını bul, ; YENİ_OLUŞTUR:üstüne yeni bir satır ekle",2,BUL ; YAZ,"BUL:toplam satırını bul, ; YAZ:üstüne yeni bir satır ekle"
CH-0062,ofis_metin_düzenleme,3,"Word'deki tabloyu seç, kenarlıklarını sade yap, belgeyi kaydet",8,0.875,False,SEÇ ; DEĞİŞTİR ; KAYDET,"SEÇ:tabloyu seç, ; DEĞİŞTİR:kenarlıklarını sade yap, ; KAYDET:belgeyi kaydet",3,SEÇ ; DEĞİŞTİR ; KAYDET,"SEÇ:Word'deki tabloyu seç, ; DEĞİŞTİR:kenarlıklarını sade yap, ; KAYDET:belgeyi kaydet"
CH-0063,ofis_metin_düzenleme,2,"PowerPoint'te başlığı biraz küçült, alt başlığa da boşluk ekle",9,1.0,True,KÜÇÜLT ; BOŞLUK,"KÜÇÜLT:başlığı biraz küçült, ; BOŞLUK:alt başlığa da boşluk ekle",2,KÜÇÜLT ; BOŞLUK,"KÜÇÜLT:başlığı biraz küçült, ; BOŞLUK:alt başlığa da boşluk ekle"
CH-0064,ofis_metin_düzenleme,2,"Word'de kaynakça başlığını ara, altına yeni bir boş satır bırak",10,1.0,True,ARA ; BOŞLUK,"ARA:kaynakça başlığını ara, ; BOŞLUK:altına yeni bir boş satır bırak",2,ARA ; BOŞLUK,"ARA:kaynakça başlığını ara, ; BOŞLUK:altına yeni bir boş satır bırak"
CH-0065,ofis_metin_düzenleme,1,Excel'de formülü tekrar uygula ama satırları silme,7,1.0,True,YİNELE,YİNELE:formülü tekrar uygula,1,YİNELE,YİNELE:formülü tekrar uygula
CH-0066,ofis_metin_düzenleme,1,Word belgesini yazdırma ayarına getir ama yazdırmayı başlatma,8,0.875,False,YAZDIR,YAZDIR:Word belgesini yazdırma ayarına getir,3,YAZDIR ; DEĞİŞTİR ; YAZDIR,YAZDIR:Word belgesini yazdırma ; DEĞİŞTİR:ayarına ; YAZDIR:getir
CH-0067,ofis_metin_düzenleme,3,"PowerPoint'te grafiği seç, boyutunu biraz küçült, sağ alta taşı",9,1.0,True,SEÇ ; KÜÇÜLT ; TAŞI,"SEÇ:grafiği seç, ; KÜÇÜLT:boyutunu biraz küçült, ; TAŞI:sağ alta taşı",3,SEÇ ; KÜÇÜLT ; TAŞI,"SEÇ:grafiği seç, ; KÜÇÜLT:boyutunu biraz küçült, ; TAŞI:sağ alta taşı"
CH-0068,ofis_metin_düzenleme,2,"Excel'de hücredeki fazla boşluğu sil, sonra formülü tekrar uygula",9,0.5555555555555556,False,SİL ; YİNELE,"SİL:fazla boşluğu sil, ; YİNELE:formülü tekrar uygula",2,SİL ; DİĞER,"SİL:hücredeki fazla boşluğu sil, ; DİĞER:formülü tekrar uygula"
CH-0069,ofis_metin_düzenleme,1,"Word'de başlığı büyütme, sadece altındaki açıklamayı italik yap",8,0.5,False,DEĞİŞTİR,DEĞİŞTİR:altındaki açıklamayı italik yap,1,DİĞER,DİĞER:altındaki açıklamayı italik yap
CH-0070,ofis_metin_düzenleme,3,"PowerPoint'te üçüncü slayta git, resmi seç, kenarını biraz büyüt",9,0.6666666666666666,False,GEÇ ; SEÇ ; BÜYÜT,"GEÇ:üçüncü slayta git, ; SEÇ:resmi seç, ; BÜYÜT:kenarını biraz büyüt",3,GİT ; SEÇ ; BÜYÜT,"GİT:üçüncü slayta git, ; SEÇ:resmi seç, ; BÜYÜT:kenarını biraz büyüt"
CH-0071,ofis_metin_düzenleme,2,"Word'de son paragrafı silme, onu kesip önceki sayfaya taşı",9,1.0,True,KES ; TAŞI,KES:onu kesip ; TAŞI:önceki sayfaya taşı,2,KES ; TAŞI,KES:onu kesip ; TAŞI:önceki sayfaya taşı
CH-0072,ofis_metin_düzenleme,3,"Excel'de C sütununu seç, genişliğini azalt, dosyayı kaydet",8,1.0,True,SEÇ ; AZALT ; KAYDET,"SEÇ:C sütununu seç, ; AZALT:genişliğini azalt, ; KAYDET:dosyayı kaydet",3,SEÇ ; AZALT ; KAYDET,"SEÇ:C sütununu seç, ; AZALT:genişliğini azalt, ; KAYDET:dosyayı kaydet"
CH-0073,ofis_metin_düzenleme,1,açık olan metinde iki boşluk varsa tek boşluğa indir,9,0.3333333333333333,False,DEĞİŞTİR,DEĞİŞTİR:iki boşluk varsa tek boşluğa indir,2,BOŞLUK ; İNDİR,BOŞLUK:iki boşluk varsa ; İNDİR:tek boşluğa indir
CH-0074,ofis_metin_düzenleme,1,raporun yalnızca ilk sayfasını yazdırmaya hazırla,6,0.6666666666666666,False,YAZDIR,YAZDIR:ilk sayfasını yazdırmaya hazırla,1,YAZDIR,YAZDIR:raporun yalnızca ilk sayfasını yazdırmaya hazırla
CH-0075,ofis_metin_düzenleme,2,belgede seçili kısmı kopyala sonra yorum alanına yapıştır,8,0.875,False,KOPYALA ; YAPIŞTIR,KOPYALA:seçili kısmı kopyala ; YAPIŞTIR:yorum alanına yapıştır,2,KOPYALA ; YAPIŞTIR,KOPYALA:belgede seçili kısmı kopyala ; YAPIŞTIR:yorum alanına yapıştır
CH-0076,dosya_yazılım_geliştirme,4,ekrandaki kodu kopyala yeni bir spyder dosyası aç ve içine yapıştır daha sonra dosyanın ismini de yeni proje olarak oluştur,20,0.35,False,KOPYALA ; YENİ_OLUŞTUR ; YAPIŞTIR ; YENİDEN_ADLANDIR,KOPYALA:kodu kopyala ; YENİ_OLUŞTUR:yeni bir spyder dosyası aç ; YAPIŞTIR:içine yapıştır ; YENİDEN_ADLANDIR:yeni proje olarak oluştur,4,KOPYALA ; AÇ ; YAPIŞTIR ; YENİ_OLUŞTUR,KOPYALA:ekrandaki kodu kopyala ; AÇ:yeni bir spyder dosyası aç ; YAPIŞTIR:içine yapıştır ; YENİ_OLUŞTUR:dosyanın ismini de yeni proje olarak oluştur
CH-0077,dosya_yazılım_geliştirme,2,terminali aç ve masaüstündeki tüm dosyaları listele,7,1.0,True,AÇ ; DİĞER,AÇ:terminali aç ; DİĞER:masaüstündeki tüm dosyaları listele,2,AÇ ; DİĞER,AÇ:terminali aç ; DİĞER:masaüstündeki tüm dosyaları listele
CH-0078,dosya_yazılım_geliştirme,3,kodu commitle ve açıklama olarak da her şey tamamlandı yaz daha sonra da push et,15,0.6,False,GÖNDER ; YAZ ; YÜKLE,GÖNDER:kodu commitle ; YAZ:açıklama olarak da her şey tamamlandı yaz ; YÜKLE:push et,4,DİĞER ; YAZ ; YAZ ; ENTER,DİĞER:kodu commitle ; YAZ:açıklama ; YAZ:her şey tamamlandı yaz ; ENTER:push et
CH-0079,dosya_yazılım_geliştirme,2,kodun içinden 1266'ıncı satıra git o satırı komple sil,9,1.0,True,GİT ; SİL,GİT:1266'ıncı satıra git ; SİL:o satırı komple sil,2,GİT ; SİL,GİT:1266'ıncı satıra git ; SİL:o satırı komple sil
CH-0080,dosya_yazılım_geliştirme,3,kodun en başına git ve yorum satırı ekle yorum satırına da projenin başlangıcı yaz,14,1.0,True,GİT ; YAZ,GİT:kodun en başına git ; YAZ:yorum satırı ekle yorum satırına da projenin başlangıcı yaz,2,GİT ; YAZ,GİT:kodun en başına git ; YAZ:yorum satırı ekle yorum satırına da projenin başlangıcı yaz
CH-0081,dosya_yazılım_geliştirme,3,terminali aç ip config yaz ve ip adresini göster,9,1.0,True,AÇ ; YAZ ; DİĞER,AÇ:terminali aç ; YAZ:ip config yaz ; DİĞER:ip adresini göster,3,AÇ ; YAZ ; DİĞER,AÇ:terminali aç ; YAZ:ip config yaz ; DİĞER:ip adresini göster
CH-0082,dosya_yazılım_geliştirme,2,microsoft sql server'ı aç en son çalıştığım dosyayı aç,9,1.0,True,AÇ,AÇ:microsoft sql server'ı aç en son çalıştığım dosyayı aç,1,AÇ,AÇ:microsoft sql server'ı aç en son çalıştığım dosyayı aç
CH-0083,dosya_yazılım_geliştirme,3,query sekmesine git select * from yaz ve çalıştır,9,0.6666666666666666,False,SEKME_DEĞİŞTİR ; YAZ ; DİĞER,SEKME_DEĞİŞTİR:query sekmesine git ; YAZ:select * from yaz ; DİĞER:çalıştır,3,GİT ; YAZ ; DİĞER,GİT:query sekmesine git ; YAZ:select * from yaz ; DİĞER:çalıştır
CH-0084,dosya_yazılım_geliştirme,3,terminali açıp npm test komutunu çalıştır ama sonucu göndermeden ekranda bırak,11,0.8181818181818182,False,AÇ ; DİĞER ; DİĞER,AÇ:terminali açıp ; DİĞER:npm test komutunu çalıştır ; DİĞER:ekranda bırak,2,AÇ ; DİĞER,AÇ:terminali açıp ; DİĞER:npm test komutunu çalıştır
